comment_link,product_name,category,complaint_title,dominant_topic,detected_department,detected_fault_type,rule_resolution_status,rule_satisfaction_score
https://www.sikayetvar.com/beko/beko-ankastre-firin-pisirme-sorunu-ve-cozulmeyen-ariza-magduriyeti,BFC 631,Ankastre Fırın,BekoAnkastre Fırın Pişirme Sorunu Ve Çözülmeyen Arıza Mağduriyeti,3,Çağrı Merkezi,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/yeni-aldigim-beko-firinda-ust-isitici-sorunu-ve-garantide-yasanan-magduriyet,BFC 631,Ankastre Fırın,Yeni AldığımBekoFırında Üst Isıtıcı Sorunu Ve Garantide Yaşanan Mağduriyet,0,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firinin-tel-izgarasi-eksik-cikti-magduriyetimin-giderilmesini-istiyorum,BFC 631,Ankastre Fırın,BekoFırının Tel Izgarası Eksik Çıktı Mağduriyetimin Giderilmesini İstiyorum,4,Çağrı Merkezi,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/kampanya-vaadi-yerine-degersiz-hediye-verildi-hayal-kirikligina-ugradim,BFC 631,Kahve Makinesi,"Kampanya Vaadi Yerine Değersiz Hediye Verildi, Hayal Kırıklığına Uğradım",0,Bayi / Satış,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-ek-garanti-iptalinde-ucret-iadesi-yapilmiyor-musteri-hizmetleri-oyaliyor,BFC 631,Ocak,BekoEk Garanti İptalinde Ücret İadesi Yapılmıyor Müşteri Hizmetleri Oyalıyor,2,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-firin-yedek-parca-temininde-zorunlu-ve-ucretli-servis-uygulamasi-magduriyeti,BFC 631,Ankastre Fırın,BekoFırın Yedek Parça Temininde Zorunlu Ve Ücretli Servis Uygulaması Mağduriyeti,5,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/yeni-alinan-firinda-erken-ariza-ve-garanti-sorunu,BFC 631,Ankastre Fırın,Yeni Alınan Fırında Erken Arıza Ve Garanti Sorunu,0,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-firinin-cami-asiri-isiniyor-servis-ve-musteri-hizmetleri-ilgisiz,BFC 631,Fırın,"BekoAnkastre Fırının Camı Aşırı Isınıyor, Servis Ve Müşteri Hizmetleri İlgisiz",0,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/ilk-kullanimda-cikan-yanik-lekesine-ragmen-servis-kullanici-hatasi-dedi,BFC 631,Ankastre Fırın,İlk Kullanımda Çıkan Yanık Lekesine Rağmen Servis Kullanıcı Hatası Dedi,0,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firin-camindan-asiri-isi-cikisi-ve-degisim-talebinin-reddedilmesi,BFC 631,Ankastre Fırın,BekoAnkastre Fırın Camından Aşırı Isı Çıkışı Ve Değişim Talebinin Reddedilmesi,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firinda-garanti-kapsaminda-boya-atmasi-ve-yuksek-servis-ucreti-magduriyeti,BFC 631,Ankastre Fırın,BekoFırında Garanti Kapsamında Boya Atması Ve Yüksek Servis Ücreti Mağduriyeti,0,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-firin-kapagi-egriligi-ve-yetersiz-servis-magduriyeti,BFC 631,Ankastre Fırın,BekoAnkastre Fırın Kapağı Eğriliği Ve Yetersiz Servis Mağduriyeti,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-erken-renk-atmasi-ve-degisim-talebine-ret,BFC 631,Ankastre Set,BekoAnkastre Fırında Erken Renk Atması Ve Değişim Talebine Ret,4,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/firin-parca-yoklugu-nedeniyle-yuksek-ucretle-ust-model-almak-zorunda-kaldim,BFC 631,Ankastre Fırın,Fırın Parça Yokluğu Nedeniyle Yüksek Ücretle Üst Model Almak Zorunda Kaldım,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firin-kapagi-yamuk-servis-sorunu-cozmuyor,BFC 631,Ankastre Fırın,BekoFırın Kapağı Yamuk Servis Sorunu Çözmüyor,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firinda-eksik-tel-raf-ve-yetersiz-musteri-hizmeti,BFC 631,Ankastre Fırın,BekoFırında Eksik Tel Raf Ve Yetersiz Müşteri Hizmeti,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-set-ustu-ocakta-tencerelerin-kaymasi-ve-guvenlik-sorunu,BFC 631,Set Üstü Ocak,BekoSet Üstü Ocakta Tencerelerin Kayması Ve Güvenlik Sorunu,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firinimin-icinden-izgara-teli-cikmadi,BFC 631,Ankastre Fırın,BekoFırınımın İçinden Izgara Teli Çıkmadı,4,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/yeni-aldigim-ankastre-firinda-uretim-hatasi-ve-servis-sorunu,BFC 631,Ankastre Fırın,Yeni Aldığım Ankastre Fırında Üretim Hatası Ve Servis Sorunu,4,Teknik Servis,Koku Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firinin-gec-pisirme-sorunu-cozulmuyor,BFC 631,Ankastre Fırın,BekoFırının Geç Pişirme Sorunu Çözülmüyor,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-set-degisim-sorunu,BFC 631,Ankastre Fırın,BekoAnkastre Set Değişim Sorunu,4,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-setin-eksik-parcalari-ve-kalite-sorunlari,BFC 631,Ankastre Set,BekoAnkastre Setin Eksik Parçaları Ve Kalite Sorunları,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-setinde-eksik-parca-sorunu,BFC 631,Ankastre Set,BekoAnkastre Setinde Eksik Parça Sorunu,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-fitfry-firin-degisim-talebim-reddedildi-magdur-edildim,BFC 631,Ankastre Fırın,"BekoFitfry Fırın Değişim Talebim Reddedildi, Mağdur Edildim",9,Teknik Servis,Çekim Gücü Problemi,Çözülmedi,1
https://www.sikayetvar.com/beko/eksik-izgara-teli-nedeniyle-firin-kullanim-sorunu,BFC 631,Ankastre Fırın,Eksik Izgara Teli Nedeniyle Fırın Kullanım Sorunu,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-firininda-eksik-tel-raf-sorunu,BFC 631,Ankastre Fırın,BekoFırınında Eksik Tel Raf Sorunu,4,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-paslanma-sorunu-ve-degisim-talebi,BFC 631,Ankastre Fırın,BekoAnkastre Fırında Paslanma Sorunu Ve Değişim Talebi,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-setinde-eksik-izgara-teli-sorunu,BFC 631,Ankastre Set,BekoAnkastre Setinde Eksik Izgara Teli Sorunu,4,Çağrı Merkezi,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-ankastre-firinda-eksik-izgara-tel-sorunu,BFC 631,Ankastre Fırın,BekoAnkastre Fırında Eksik Izgara Tel Sorunu,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firin-icin-eksik-parca-sorunu,BFC 631,Ankastre Fırın,BekoFırın İçin Eksik Parça Sorunu,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/eksik-parca-nedeniyle-ankastre-firin-sorunu-ve-yetersiz-servis-hizmeti,BFC 631,Ankastre Fırın,Eksik Parça Nedeniyle Ankastre Fırın Sorunu Ve Yetersiz Servis Hizmeti,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-firin-isi-dagilimi-sorunu-ve-musteri-hizmetleri-ilgisizligi,BFC 631,Ankastre Fırın,BekoAnkastre Fırın: Isı Dağılımı Sorunu Ve Müşteri Hizmetleri İlgisizliği,9,Teknik Servis,Çekim Gücü Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firin-buhar-sorunu-ve-paslanma-problemi,BFC 631,Ankastre Fırın,BekoFırın Buhar Sorunu Ve Paslanma Problemi,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firinlarinda-tel-raf-cikartilmis,BFC 631,Ankastre Fırın,BekoFırınlarında Tel Raf Çıkartılmış,4,Çağrı Merkezi,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-set-ve-davlumbaz-sorunlari,BFC 631,Ankastre Fırın,BekoAnkastre Set Ve Davlumbaz Sorunları,4,Çağrı Merkezi,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-bir-daha-urun-almayacagim-bir-marka,BFC 631,Ankastre Fırın,BekoBir Daha Ürün Almayacağım Bir Marka,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-magdur-etti-bizi,BFC 631,Ankastre Fırın,BekoMağdur Etti Bizi,9,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-izgara-telsiz-firin,BFC 631,Ankastre Fırın,BekoIzgara Telsiz Fırın,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-bfc-631-firinin-izgara-teli-cikmadi-firini-kullanamiyorum,BFC 631,Ankastre Fırın,"BekoBfc 631Fırının Izgara Teli Çıkmadı, Fırını Kullanamıyorum",3,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-servisi-ankastre-montaji,BFC 631,Çamaşır Makinesi,BekoServisi Ankastre Montajı,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-beyaz-esyada-en-buyuk-hayal-kirikligi,BFC 631,Ankastre Ocak,BekoBeyaz Eşyada En Büyük Hayal Kırıklığı,5,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-firin-sorunu-bfc,BFC 631,Ankastre Fırın,BekoAnkastre Fırın Sorunu (bfc 631),3,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-montaj-problemin-teknik-servis,BFC 631,Ankastre Set,BekoMontaj Problemin Teknik Servis,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-airfray-firin-sorunu,BFC 631,Ankastre Fırın,BekoAirfray Fırın Sorunu,0,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-eksik-urun-aksesuari,BFC 631,Ankastre Fırın,BekoEksik Ürün Aksesuarı,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-firin-izgara-teli-yok,BFC 631,Ankastre Fırın,BekoFırın Izgara Teli Yok,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-firin-kapattiktan-sonra-ses-geliyor,BFC 631,Ankastre Fırın,BekoFırın Kapattıktan Sonra Ses Geliyor,0,Çağrı Merkezi,Soğutmama Problemi,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-tel-izgara-firinin-icinden-cikmadi,BFC 631,Ankastre Fırın,BekoTel Izgara Fırının İçinden Çıkmadı,4,Çağrı Merkezi,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-almam-ve-aldirmam-kesinlikle,BFC 631,Ankastre Ocak,BekoAlmam Ve Aldırmam Kesinlikle,4,İade / Değişim,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-izgara-telsiz-firin-mi-olur,BFC 631,Fırın,BekoIzgara Telsiz Fırın Mı Olur?,4,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firin-magduru,BFC 631,Ankastre Fırın,BekoAnkastre Fırın Mağduru,3,Çağrı Merkezi,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-bf-631-s-firin-izgarasi-cikmadi,BFC 631,Ankastre Fırın,BekoBf 631 S Fırın Izgarası Çıkmadı,4,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firin-tel-eksik,BFC 631,Ankastre Fırın,BekoAnkastre Fırın Tel Eksik,4,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-bfc631-b-ankastre-firin,BFC 631,Ankastre Fırın,BekoBfc631 B Ankastre Fırın,4,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-3-lu-ankastre-set,BFC 631,Ankastre Fırın,Beko3 Lü Ankastre Set,4,Hukuk / Uyum,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-tel-izgara-yok,BFC 631,Ankastre Fırın,BekoTel Izgara Yok,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-631g-eksik-izgara-teli,BFC 631,Ankastre Fırın,Beko631G Eksik Izgara Teli,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-631b-beyond-firin-paketinden-tel-izgara-cikmiyor,BFC 631,Ankastre Fırın,Beko631b Beyond Fırın Paketinden Tel Izgara Çıkmıyor,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-bfc-631-b-tel-izgara-yok,BFC 631,Ankastre Fırın,BekoBfc 631B Tel Izgara Yok,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-firin-bfc631g,BFC 631,Ankastre Fırın,BekoAnkastre Fırın BFC631G,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-sette-eksik-urun-sorunu,BFC 631,Ankastre Set,BekoAnkastre Sette Eksik Ürün Sorunu,4,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-fitfry-firin-servis-zarar-verdi,BFC 631,Fırın,BekoFitfry Fırın Servis Zarar Verdi,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-631-g-firin-iadesi,BFC 631,Fırın,Beko631 G Fırın İadesi!,2,Hukuk / Uyum,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-eksik-gelen-tel-izgara,BFC 631,Fırın,BekoEksik Gelen Tel Izgara!,4,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/bekocomtr-alisveris-sikintisi,BFC 631,Ankastre Fırın,Beko.com.tr Alışveriş Sıkıntısı,2,Bayi / Satış,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-firinin-taban-kisminin-paslanmasi,BFC 631,Ankastre Fırın,BekoFırının Taban Kısmının Paslanması,3,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-set-kurulumunda-sorunlar,BFC 631,Ankastre Set,BekoAnkastre Set Kurulumunda Sorunlar,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/kurulum-oncesi-firin-garantisi-reddi,BFC 430,Çeyiz Paketi,Kurulum Öncesi Fırın Garantisi Reddi,5,Bayi / Satış,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-ocagimin-dugmelerinde-paslanma-ve-renk-bozulmasi,BFC 430,Ankastre Ocak,BekoAnkastre Ocağımın Düğmelerinde Paslanma Ve Renk Bozulması,0,Garanti,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firini-kek-pisirmiyor-ve-musteri-hizmetleri-yardimci-olmuyor,BFC 430,Ankastre Fırın,BekoFırını Kek Pişirmiyor Ve Müşteri Hizmetleri Yardımcı Olmuyor,3,İade / Değişim,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-ankastre-firin-tepsilerinde-hizli-soyulma-garanti-disi-iddia-ve-ucretsiz-degisim-talebi,BFC 430,Ankastre Fırın,"BekoAnkastre Fırın Tepsilerinde Hızlı Soyulma, Garanti Dışı İddia Ve Ücretsiz Değişim Talebi",0,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/teslim-tarihinde-uc-kez-degisiklik-ve-acil-firin-sorunu,BFC 430,Ankastre Fırın,Teslim Tarihinde Üç Kez Değişiklik Ve Acil Fırın Sorunu,9,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-firin-ve-ocakta-boya-soyulmasi-garanti-kapsamina-alinmali,BFC 430,Fırın,BekoAnkastre Fırın Ve Ocakta Boya Soyulması Garanti Kapsamına Alınmalı,0,Garanti,Belirsiz,Müşteri Dönüşü Yok,1
https://www.sikayetvar.com/beko/beko-firininin-cikarilamayan-lekeleri-ve-cozulmeyen-servis-sorunu,BFC 430,Fırın,BekoFırınının Çıkarılamayan Lekeleri Ve Çözülmeyen Servis Sorunu,0,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-ankastre-firinimda-paslanma-garanti-disi-degerlendirme,BFC 430,Ankastre Fırın,"BekoAnkastre Fırınımda Paslanma, Garanti Dışı Değerlendirme",0,Garanti,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/garanti-sonunda-beko-ankastre-firinin-paslanmasi-ve-saygisiz-musteri-temsilcisi-sikayeti,BFC 430,Ankastre Fırın,Garanti SonundaBekoAnkastre Fırının Paslanması Ve Saygısız Müşteri Temsilcisi Şikayeti,0,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/garanti-kapsamindaki-arcelik-firin-paslanmasi-ve-yetkili-servisin-saygisiz-tutumu,BFC 430,Ankastre Fırın,Garanti Kapsamındaki Arçelik Fırın Paslanması Ve Yetkili Servisin Saygısız Tutumu,5,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/kapagi-kapanmayan-beko-firin-icin-garanti-kapsaminda-ucretsiz-onarim,BFC 430,Ankastre Fırın,Kapağı KapanmayanBekoFırın İçin Garanti Kapsamında Ücretsiz Onarım,0,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastrede-bitmeyen-servis-sorunlari-ve-magduriyetim,BFC 430,Ankastre Fırın,BekoAnkastrede Bitmeyen Servis Sorunları Ve Mağduriyetim,9,İade / Değişim,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/yeni-alinan-firinda-isitma-sorunu-ve-degisim-talebinin-reddedilmesi,BFC 430,Fırın,Yeni Alınan Fırında Isıtma Sorunu Ve Değişim Talebinin Reddedilmesi,0,Teknik Servis,Isıtma Problemi,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-surekli-pisirme-sorunu-ve-yetersiz-servis-destegi,BFC 430,Ankastre Fırın,BekoAnkastre Fırında Sürekli Pişirme Sorunu Ve Yetersiz Servis Desteği,0,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firinda-garanti-sonrasi-yuksek-onarim-ucretiyle-magduriyet-yasadik,BFC 430,Ankastre Fırın,BekoFırında Garanti Sonrası Yüksek Onarım Ücretiyle Mağduriyet Yaşadık,0,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-yetkili-servis-tamir-suresi-yasal-siniri-asti-magduriyetim-devam-ediyor,BFC 430,Ankastre Fırın,BekoYetkili Servis Tamir Süresi Yasal Sınırı Aştı Mağduriyetim Devam Ediyor,7,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-ankastre-firinda-kek-ve-pastalar-kabarmiyor-servis-cozum-sunamadi,BFC 430,Ankastre Fırın,BekoAnkastre Fırında Kek Ve Pastalar Kabarmıyor Servis Çözüm Sunamadı,0,Teknik Servis,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-firin-tepsilerinde-6-ayda-kuflenme-ve-garanti-sorunu,BFC 430,Ankastre Fırın,BekoFırın Tepsilerinde 6 Ayda Küflenme Ve Garanti Sorunu,0,Garanti,Belirsiz,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-firinda-boya-atmasi-ve-yetersiz-garanti-hizmeti,BFC 430,Ankastre Fırın,BekoAnkastre Fırında Boya Atması Ve Yetersiz Garanti Hizmeti,0,İade / Değişim,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-paslanma-ve-yetersiz-servis-hizmeti-nedeniyle-magduriyet,BFC 430,Ankastre Fırın,BekoAnkastre Fırında Paslanma Ve Yetersiz Servis Hizmeti Nedeniyle Mağduriyet,0,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/beko-yetkili-servisinde-kayit-acilmamasi-ve-ek-garanti-iptalinde-magduriyet,BFC 430,Ankastre Fırın,BekoYetkili Servisinde Kayıt Açılmaması Ve Ek Garanti İptalinde Mağduriyet,2,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-firinda-paslanma-ve-kotu-koku-sagligimizi-tehdit-ediyor,BFC 430,Ankastre Fırın,BekoFırında Paslanma Ve Kötü Koku Sağlığımızı Tehdit Ediyor,0,Garanti,Koku Problemi,Çözüldü,5
https://www.sikayetvar.com/beko/beko-ankastre-firinda-erken-kuflenme-ve-parca-sorunlari,BFC 430,Fırın,BekoAnkastre Fırında Erken Küflenme Ve Parça Sorunları,0,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/firin-cam-kapagi-patladi-servis-ucret-talep-ediyor,BFC 430,Ankastre Fırın,Fırın Cam Kapağı Patladı Servis Ücret Talep Ediyor,0,Teknik Servis,Belirsiz,Çözülmedi,1
https://www.sikayetvar.com/beko/garanti-kapsaminda-firin-ampulu-icin-ucret-alinmasi-magduriyeti,BFC 430,Ankastre Fırın,Garanti Kapsamında Fırın Ampulü İçin Ücret Alınması Mağduriyeti,7,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-urunlerinde-1-yilda-ciddi-asinma-ve-garanti-destegi-yok,BFC 430,Ocak,BekoÜrünlerinde 1 Yılda Ciddi Aşınma Ve Garanti Desteği Yok,3,Çağrı Merkezi,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-boya-atmasi-ve-yuksek-degisim-ucreti-sikayeti,BFC 430,Ankastre Fırın,BekoAnkastre Fırında Boya Atması Ve Yüksek Değişim Ücreti Şikayeti,4,Teknik Servis,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firin-tepsisinde-kisa-surede-curume-sorunu-yasadim,BFC 430,Ankastre Fırın,BekoAnkastre Fırın Tepsisinde Kısa Sürede Çürüme Sorunu Yaşadım,4,Çağrı Merkezi,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-garanti-disi-curume-soku,BFC 430,Fırın,BekoAnkastre Fırında Garanti Dışı Çürüme Şoku,4,Garanti,Belirsiz,Müşteri Dönüşü Yok,4
https://www.sikayetvar.com/beko/firin-kisa-surede-soyuldu-servis-5000-tl-istedi,BFC 430,Ankastre Fırın,Fırın Kısa Sürede Soyuldu Servis 5000 TL İstedi,4,Teknik Servis,Belirsiz,Belirsiz,4
https://www.sikayetvar.com/beko/beko-ankastre-firinda-soyulma-ve-paslanma-sorunu-cozulmuyor,BFC 430,Ankastre Fırın,BekoAnkastre Fırında Soyulma Ve Paslanma Sorunu Çözülmüyor,4,İade / Değişim,Belirsiz,Çözüldü,5
